loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,Combined_asset_value
4134,5, Graduate, Yes,3000000,8800000,14,402,5600000,5300000,8600000,4200000, Rejected,23700000
2468,2, Not Graduate, No,7200000,16800000,6,796,6600000,6100000,14400000,9800000, Approved,36900000
1646,0, Not Graduate, No,6200000,12900000,10,695,1900000,3700000,22200000,4200000, Approved,32000000
3461,2, Not Graduate, No,7900000,20900000,2,723,1700000,1800000,16300000,7100000, Approved,26900000
2862,0, Not Graduate, No,6300000,19600000,6,425,15900000,10400000,13300000,5900000, Rejected,45500000
1793,0, Not Graduate, Yes,800000,2400000,16,825,700000,0,3100000,1100000, Approved,4900000
1431,0, Graduate, Yes,5300000,13700000,6,329,8800000,7600000,11200000,2800000, Rejected,30400000
2827,4, Graduate, No,5200000,12900000,16,819,3400000,4100000,16800000,7500000, Approved,31800000
3960,2, Graduate, No,5200000,16200000,12,890,10500000,9600000,15800000,3900000, Approved,39800000
1014,1, Graduate, Yes,5100000,15300000,4,628,6900000,3300000,17600000,2700000, Approved,30500000
1929,0, Graduate, No,1500000,5600000,18,604,2000000,2400000,4400000,1800000, Approved,10600000
3320,1, Not Graduate, No,4800000,14300000,4,489,12400000,7900000,17700000,3600000, Rejected,41600000
127,4, Not Graduate, Yes,400000,800000,10,859,900000,500000,800000,200000, Approved,2400000
3432,4, Graduate, No,400000,1400000,18,827,-100000,0,900000,600000, Approved,1400000
2936,2, Not Graduate, Yes,2300000,8100000,2,504,1800000,3100000,4600000,3100000, Approved,12600000
1348,5, Graduate, Yes,7800000,22000000,20,528,5800000,8800000,24700000,4900000, Rejected,44200000
356,5, Not Graduate, No,7600000,24100000,18,721,21900000,11500000,22900000,7200000, Approved,63500000
2731,2, Graduate, Yes,9900000,33400000,14,783,16600000,16100000,21000000,9500000, Approved,63200000
828,5, Not Graduate, Yes,800000,2500000,4,780,500000,900000,1700000,400000, Approved,3500000
1640,3, Graduate, Yes,3200000,9900000,10,316,9100000,5500000,8800000,3600000, Rejected,27000000
985,1, Not Graduate, Yes,300000,1200000,4,355,700000,300000,800000,200000, Approved,2000000
4244,0, Not Graduate, Yes,1600000,3400000,8,867,-100000,2700000,4300000,1300000, Approved,8200000
2189,0, Graduate, Yes,4200000,13600000,4,834,8700000,3400000,12000000,3100000, Approved,27200000
3784,4, Graduate, Yes,1900000,4800000,12,656,1500000,1600000,5400000,1700000, Approved,10200000
2444,4, Not Graduate, Yes,6700000,24700000,6,498,12900000,700000,18800000,8400000, Rejected,40800000
363,1, Not Graduate, Yes,9000000,32200000,16,468,4500000,16400000,28600000,10900000, Rejected,60400000
2350,0, Graduate, No,9200000,22500000,10,317,14200000,17400000,28500000,10700000, Rejected,70800000
346,4, Graduate, No,4200000,16800000,6,381,9600000,3800000,14800000,5900000, Rejected,34100000
3044,5, Not Graduate, Yes,7600000,25700000,4,607,12900000,13600000,29100000,4900000, Approved,60500000
3774,3, Not Graduate, Yes,8100000,29300000,2,413,8100000,15100000,25500000,6400000, Approved,55100000
712,5, Graduate, No,9200000,29200000,16,383,17700000,13300000,30400000,5700000, Rejected,67100000
3788,3, Graduate, Yes,8300000,22700000,2,650,3600000,16000000,18000000,5800000, Approved,43400000
4090,0, Not Graduate, No,8200000,20900000,14,766,4400000,12300000,18400000,12100000, Approved,47200000
3049,4, Graduate, Yes,2600000,6200000,14,421,2500000,2200000,8900000,3400000, Rejected,17000000
11,4, Graduate, Yes,2900000,11200000,2,547,8100000,4700000,9500000,3100000, Approved,25400000
3569,1, Not Graduate, Yes,2900000,9900000,18,783,1300000,100000,11000000,2600000, Approved,15000000
2117,2, Graduate, No,4500000,9600000,16,404,1800000,6000000,17000000,2700000, Rejected,27500000
1835,1, Graduate, No,4700000,14000000,2,411,4600000,5100000,10600000,3700000, Rejected,24000000
794,2, Not Graduate, No,5900000,20800000,14,530,7100000,5800000,13100000,8800000, Rejected,34800000
4220,4, Graduate, Yes,5600000,16500000,20,692,14500000,7800000,18000000,7400000, Approved,47700000
2803,1, Not Graduate, Yes,5100000,12900000,14,533,6700000,6700000,14400000,3900000, Rejected,31700000
2675,1, Not Graduate, Yes,2800000,6600000,18,801,4000000,4900000,7100000,3700000, Approved,19700000
95,2, Graduate, No,1000000,2000000,10,366,1200000,400000,3200000,1300000, Rejected,6100000
130,3, Graduate, No,400000,1200000,12,861,200000,600000,1100000,200000, Approved,2100000
2892,1, Not Graduate, Yes,3600000,13700000,10,548,9900000,2400000,8900000,4100000, Rejected,25300000
2372,5, Not Graduate, No,4100000,12300000,6,582,10900000,6100000,14100000,3500000, Approved,34600000
3616,5, Graduate, No,8100000,25300000,8,796,15900000,12600000,21500000,7800000, Approved,57800000
4198,3, Not Graduate, Yes,8600000,23200000,12,894,22100000,13900000,29200000,4500000, Approved,69700000
4184,2, Graduate, No,6600000,21500000,18,471,13700000,9800000,17100000,4800000, Rejected,45400000
2264,0, Not Graduate, Yes,8700000,18700000,10,346,1200000,1800000,30700000,8200000, Rejected,41900000
1901,5, Not Graduate, Yes,4300000,14100000,12,532,12600000,5700000,12000000,4600000, Rejected,34900000
3236,4, Graduate, No,5500000,11600000,12,474,1800000,2400000,20100000,5600000, Rejected,29900000
3542,3, Not Graduate, No,8800000,24900000,16,668,16700000,17200000,30000000,10500000, Approved,74400000
1933,0, Graduate, Yes,3800000,8100000,20,831,6500000,1700000,7700000,2000000, Approved,17900000
3261,5, Not Graduate, Yes,1400000,5100000,4,348,2100000,900000,4000000,1300000, Approved,8300000
3966,3, Graduate, Yes,8900000,19300000,12,767,12000000,2200000,24700000,7700000, Approved,46600000
2913,1, Not Graduate, No,1700000,6600000,4,797,2800000,1900000,6100000,1300000, Approved,12100000
1866,1, Not Graduate, No,4500000,12400000,6,504,12000000,3200000,13100000,2200000, Rejected,30500000
1659,0, Graduate, Yes,2000000,4900000,14,570,3800000,300000,6600000,1300000, Approved,12000000
517,2, Graduate, No,7300000,19100000,14,552,2000000,13400000,16800000,4000000, Approved,36200000
1858,1, Graduate, No,2900000,11100000,20,478,4200000,2900000,8500000,3000000, Rejected,18600000
2646,0, Not Graduate, Yes,800000,3200000,8,467,900000,400000,3100000,800000, Rejected,5200000
2244,2, Graduate, No,8200000,28300000,2,530,15000000,10500000,20200000,12100000, Approved,57800000
1278,3, Not Graduate, Yes,9400000,21400000,10,323,5100000,15500000,29600000,11300000, Rejected,61500000
2337,4, Graduate, No,5500000,21700000,14,867,5000000,8700000,15200000,3100000, Approved,32000000
951,4, Graduate, No,4700000,10800000,20,495,11300000,6800000,17000000,4500000, Rejected,39600000
3431,2, Not Graduate, No,3700000,9200000,10,819,8500000,2000000,10200000,3100000, Approved,23800000
1121,1, Graduate, Yes,9800000,23300000,12,430,3200000,12600000,30500000,13900000, Rejected,60200000
2598,4, Not Graduate, No,2600000,7200000,16,612,1300000,1000000,5800000,1400000, Approved,9500000
2205,4, Graduate, No,4500000,15300000,10,843,13200000,6900000,10800000,2200000, Approved,33100000
420,2, Not Graduate, Yes,1700000,3500000,20,693,2200000,1400000,4800000,1700000, Approved,10100000
923,1, Graduate, Yes,9200000,29200000,6,669,9900000,12900000,23400000,4500000, Approved,50700000
3249,0, Graduate, No,5400000,18400000,8,625,12100000,3000000,13000000,4800000, Approved,32900000
478,1, Graduate, No,8000000,31900000,12,504,23800000,1500000,22100000,6000000, Rejected,53400000
2036,4, Graduate, No,4500000,9900000,10,509,11100000,3100000,12200000,2700000, Rejected,29100000
3219,4, Not Graduate, Yes,7000000,24100000,10,677,18800000,6000000,21600000,6300000, Approved,52700000
1693,3, Graduate, No,300000,700000,20,735,900000,200000,900000,400000, Approved,2400000
3330,4, Graduate, No,1000000,2300000,16,543,200000,100000,2000000,1000000, Rejected,3300000
1472,3, Not Graduate, No,6600000,21400000,10,467,15200000,6000000,20300000,5200000, Rejected,46700000
2602,0, Graduate, Yes,7000000,21700000,20,498,6600000,5500000,14700000,3900000, Rejected,30700000
1203,0, Not Graduate, No,6600000,20300000,6,549,10800000,900000,23100000,9800000, Rejected,44600000
2439,4, Not Graduate, No,6400000,24900000,2,640,10000000,5700000,18700000,6300000, Approved,40700000
2627,4, Graduate, Yes,2100000,7700000,8,493,4300000,400000,4400000,1300000, Rejected,10400000
1670,4, Graduate, No,3200000,8400000,18,802,400000,0,9100000,4700000, Approved,14200000
4114,4, Graduate, Yes,3800000,12500000,18,859,3900000,4600000,8200000,2700000, Approved,19400000
1971,5, Not Graduate, Yes,7500000,15000000,14,661,12100000,5800000,29900000,4400000, Approved,52200000
2152,2, Not Graduate, No,7000000,25700000,18,374,3400000,13700000,14900000,4500000, Rejected,36500000
821,0, Not Graduate, Yes,3300000,10400000,4,423,7400000,4700000,11600000,3200000, Approved,26900000
1998,0, Graduate, No,9300000,20300000,14,759,27000000,11600000,26500000,10900000, Approved,76000000
4176,3, Not Graduate, Yes,6900000,17900000,18,494,7700000,11200000,15400000,8700000, Rejected,43000000
3055,2, Not Graduate, Yes,9200000,33000000,14,874,3900000,9700000,31200000,6600000, Approved,51400000
1249,2, Not Graduate, Yes,8200000,27200000,10,839,9200000,6400000,25500000,6000000, Approved,47100000
3971,4, Not Graduate, No,4200000,9400000,4,726,10000000,8100000,16100000,5500000, Approved,39700000
2713,0, Not Graduate, No,9500000,24800000,2,564,17400000,16000000,19600000,12000000, Approved,65000000
3953,3, Not Graduate, No,1300000,3300000,8,795,1400000,800000,4600000,1600000, Approved,8400000
2191,2, Graduate, Yes,5600000,21000000,18,883,9800000,1600000,20900000,6000000, Approved,38300000
3882,0, Graduate, Yes,5500000,17100000,8,353,400000,200000,17100000,5200000, Rejected,22900000
1047,2, Not Graduate, Yes,2500000,6900000,12,325,5800000,1600000,6400000,3600000, Rejected,17400000
1889,3, Graduate, Yes,4200000,15400000,8,362,9900000,5300000,15500000,5600000, Rejected,36300000
2470,3, Not Graduate, No,2000000,4700000,14,673,800000,3400000,5900000,1500000, Approved,11600000
2848,0, Graduate, No,5200000,19000000,14,687,11900000,500000,19400000,4400000, Approved,36200000
616,3, Not Graduate, No,5200000,17300000,10,401,2600000,1400000,12700000,6400000, Rejected,23100000
1319,3, Graduate, No,6400000,24100000,12,571,19000000,11500000,13200000,7500000, Approved,51200000
1864,3, Not Graduate, Yes,6000000,16000000,12,606,2600000,11600000,19300000,7800000, Approved,41300000
2344,5, Graduate, Yes,1300000,2900000,12,669,400000,1700000,3900000,1800000, Approved,7800000
2450,5, Graduate, Yes,5200000,12700000,16,718,11700000,100000,18100000,7200000, Approved,37100000
2137,2, Graduate, No,7100000,21400000,12,699,11400000,13400000,22600000,4800000, Approved,52200000
3656,1, Graduate, No,8700000,34000000,16,663,5400000,10700000,17800000,8100000, Approved,42000000
1773,3, Not Graduate, Yes,8700000,29300000,4,312,9000000,2800000,30000000,4900000, Approved,46700000
4234,1, Not Graduate, No,7100000,17000000,6,754,1100000,500000,27000000,6800000, Approved,35400000
132,5, Graduate, No,8800000,22600000,10,357,7900000,8600000,18200000,4900000, Rejected,39600000
3183,4, Not Graduate, No,5000000,11400000,6,336,1600000,4000000,15500000,2500000, Rejected,23600000
78,0, Graduate, No,9000000,33500000,8,801,11600000,8900000,35400000,11100000, Approved,67000000
2899,4, Not Graduate, No,6000000,14900000,2,321,6900000,7700000,18000000,6500000, Rejected,39100000
2053,2, Graduate, No,9400000,23100000,4,488,20100000,3500000,28600000,10900000, Rejected,63100000
725,1, Not Graduate, No,4200000,16200000,14,391,5800000,2100000,14100000,2600000, Rejected,24600000
1315,1, Graduate, No,6200000,14300000,20,819,7500000,11700000,16700000,4300000, Approved,40200000
3526,5, Not Graduate, No,2600000,8200000,4,849,7400000,2000000,8900000,2700000, Approved,21000000
1852,3, Not Graduate, Yes,1400000,3800000,16,451,3100000,1300000,4300000,1300000, Rejected,10000000
2318,2, Graduate, Yes,2300000,5400000,8,364,4500000,500000,7000000,2000000, Rejected,14000000
3501,1, Not Graduate, Yes,8300000,28400000,16,704,1400000,11700000,16900000,11400000, Approved,41400000
3679,3, Not Graduate, No,1200000,3100000,10,438,1500000,2200000,3900000,1000000, Rejected,8600000
1373,3, Not Graduate, No,700000,2500000,14,819,1600000,1000000,2100000,900000, Approved,5600000
1856,2, Graduate, No,5600000,19500000,8,429,6100000,2200000,21100000,7200000, Rejected,36600000
2966,1, Not Graduate, Yes,8000000,20700000,6,570,1000000,11700000,23200000,11300000, Approved,47200000
1320,4, Graduate, Yes,3800000,7800000,20,891,4600000,7000000,14300000,3300000, Approved,29200000
2561,4, Not Graduate, No,6000000,15800000,18,593,6800000,4800000,13200000,6400000, Approved,31200000
4180,2, Not Graduate, No,1900000,4600000,12,587,3000000,1300000,4800000,1100000, Approved,10200000
3623,2, Graduate, Yes,3300000,11100000,20,823,4600000,1500000,11700000,2900000, Approved,20700000
3206,3, Graduate, No,4700000,10900000,2,626,9200000,2300000,14600000,5200000, Approved,31300000
376,5, Not Graduate, Yes,1300000,5000000,10,755,2100000,2200000,4800000,1900000, Approved,11000000
1909,0, Not Graduate, No,1600000,4500000,18,463,100000,2000000,4100000,1800000, Rejected,8000000
334,5, Not Graduate, No,1800000,7000000,18,466,2600000,2100000,6000000,1900000, Rejected,12600000
3777,1, Graduate, No,7800000,23900000,4,313,2600000,15300000,23000000,10900000, Approved,51800000
3593,2, Not Graduate, Yes,1900000,4600000,16,631,3200000,2700000,4500000,2700000, Approved,13100000
2366,4, Not Graduate, No,8900000,34900000,14,694,15400000,2800000,20600000,9100000, Approved,47900000
1605,5, Not Graduate, Yes,1500000,5500000,4,414,800000,1400000,2900000,1200000, Approved,6300000
1119,3, Graduate, No,3200000,10100000,20,704,3400000,4800000,9000000,3900000, Approved,21100000
4152,3, Not Graduate, No,1600000,3300000,8,609,4700000,100000,6000000,800000, Approved,11600000
1944,0, Not Graduate, No,1800000,5700000,20,392,3800000,2400000,3500000,1400000, Rejected,11100000
2959,5, Graduate, No,9400000,21800000,6,850,13300000,11700000,24800000,6800000, Approved,56600000
3339,2, Graduate, No,300000,900000,8,735,800000,400000,500000,100000, Approved,1800000
4229,1, Graduate, Yes,3200000,9300000,6,483,6700000,1900000,7800000,3600000, Rejected,20000000
4049,2, Not Graduate, No,7400000,22500000,16,834,6400000,12600000,15700000,6000000, Approved,40700000
2377,1, Not Graduate, Yes,3500000,13500000,12,824,8400000,3900000,11600000,4100000, Approved,28000000
3740,0, Graduate, Yes,7200000,21900000,4,446,17700000,10900000,24500000,7600000, Approved,60700000
1343,3, Not Graduate, No,2400000,8100000,6,630,5100000,2900000,9100000,2300000, Approved,19400000
321,4, Graduate, Yes,5900000,19600000,8,726,17400000,6800000,20100000,8000000, Approved,52300000
1620,1, Graduate, No,7300000,24200000,20,324,12900000,3700000,18400000,9000000, Rejected,44000000
3612,4, Graduate, No,4800000,18600000,14,774,10800000,5800000,12700000,6500000, Approved,35800000
2061,1, Graduate, Yes,4400000,12300000,6,583,2400000,7900000,17200000,6600000, Approved,34100000
2946,1, Not Graduate, Yes,8500000,26200000,8,811,22800000,6400000,32500000,12700000, Approved,74400000
2220,3, Graduate, Yes,7800000,19600000,4,767,18100000,10500000,20500000,7700000, Approved,56800000
1674,1, Graduate, Yes,7600000,25400000,10,595,7900000,400000,24900000,11000000, Approved,44200000
1943,4, Graduate, No,8700000,19800000,14,715,13500000,13400000,32000000,8500000, Approved,67400000
261,4, Not Graduate, No,2700000,8100000,4,325,5000000,800000,9900000,3400000, Approved,19100000
3472,4, Not Graduate, No,7600000,23900000,8,672,2500000,1600000,20200000,6700000, Approved,31000000
2040,5, Not Graduate, No,3200000,7400000,12,583,9400000,5500000,14400000,3600000, Approved,32900000
690,1, Not Graduate, Yes,3900000,11500000,2,464,9300000,5700000,12400000,5100000, Rejected,32500000
902,5, Graduate, No,3100000,9400000,10,414,200000,5300000,8000000,2800000, Rejected,16300000
2307,1, Not Graduate, No,8600000,25900000,2,606,3700000,14900000,32700000,12200000, Approved,63500000
2027,4, Graduate, Yes,9800000,34100000,14,740,6500000,16900000,27100000,5100000, Approved,55600000
2893,1, Graduate, Yes,6800000,22900000,6,576,500000,11100000,13800000,5600000, Approved,31000000
139,3, Not Graduate, Yes,2900000,8500000,12,564,1000000,3100000,7500000,1800000, Approved,13400000
1918,0, Graduate, Yes,9300000,25000000,14,362,14900000,16100000,32300000,11000000, Rejected,74300000
1829,3, Not Graduate, Yes,7200000,21600000,2,626,10600000,1600000,26900000,3700000, Approved,42800000
1574,2, Not Graduate, Yes,2700000,9400000,14,701,400000,3400000,9900000,1900000, Approved,15600000
320,4, Not Graduate, Yes,2300000,7800000,8,540,1500000,3400000,4700000,2800000, Rejected,12400000
654,5, Graduate, No,2900000,6700000,14,796,3800000,3700000,9700000,4200000, Approved,21400000
2138,5, Not Graduate, No,1800000,5400000,14,347,3800000,1300000,4900000,1700000, Rejected,11700000
3853,5, Not Graduate, No,9000000,23900000,12,658,5700000,4600000,32100000,6100000, Approved,48500000
559,1, Graduate, Yes,5700000,12000000,4,415,15700000,900000,17300000,7400000, Rejected,41300000
2188,5, Graduate, No,6600000,21400000,10,447,12700000,11100000,20200000,6400000, Rejected,50400000
113,5, Not Graduate, No,7100000,19700000,8,502,7300000,5600000,25300000,9800000, Rejected,48000000
532,4, Not Graduate, Yes,300000,1000000,20,655,0,100000,1100000,400000, Approved,1600000
225,3, Not Graduate, Yes,700000,1700000,8,733,1200000,800000,2400000,500000, Approved,4900000
724,5, Not Graduate, Yes,600000,1500000,2,319,100000,1100000,2100000,600000, Rejected,3900000
3585,3, Graduate, Yes,9800000,28400000,12,487,8900000,15400000,30800000,11100000, Rejected,66200000
2884,2, Not Graduate, Yes,2100000,4600000,4,348,5400000,0,7400000,1400000, Rejected,14200000
3817,4, Not Graduate, No,1500000,4000000,18,706,0,2700000,4400000,1700000, Approved,8800000
